sentence,label
"+ Vị_trí : Ai ở khu Kim_Liên thì rất dễ tìm vì ở đây là khu_tập_thể chia thành các C , còn ở nơi khác thì tìm hơi vất_vả . Mọi người đi_ở đường Lương_Đình_Của đến ngõ có tiệm vàng Ngát_Hương thì rẽ vào .
 + Giá_cả : giá rẻ phù_hợp với sinh_viên , chè từ 12 đến 20k 1 suất , bánh 5-8k 1 cái , mousse 8k , panna cotta 9k 1 hộp .
 + Chất_lượng : Nếp_cẩm mềm , ngon ; caramen mềm , thơm mùi trứng và béo ngậy ; thạch nhỏ quán tự làm_ăn rất ngon .
 + Phục_vụ : Quán lúc_nào cũng đông khách nhưng nhân_viên rất nhanh nhen .
 + Không_gian : ngồi ở sân tập_thể rộng_rãi , thoáng mát . Quán mới mở thêm 1 gian trong nhà_ở bên_cạnh , khia nào trời mưa hay nắng ngồi ở đấy cũng tiện .
",1
"Sáng nay đi học sớm nên tiện_thể ghé qua mua cái bánh_mì ăn sáng . Thử luôn món bánh_mì hội an đặc_biệt thấy có_vẻ hot hot xem thế_nào .
 ✔ ️ Vị_trí : Hàng này nằm ở gần cuối Trần_Hưng_Đạo , đoạn gần đầu giao với Lê_Duẩn . Nếu đi từ Phố_Huế lên thì đến đoạn cắt Trần_Hưng_Đạo rẽ trái rồi đi thẳng đến gần cuối đường sẽ thấy hàng này bên tay_phải nhé .
 ✔ ️ Món ăn : Mình lấy 1 bánh_mì Hội_An đặc_biệt . Bánh nóng lâu . Được nướng kiểu ép cho bánh hơi dẹt , bánh mềm và đặc ruột , k bị giòn quá khá thích . Bên trong có_vẻ có khá nhiều loại nhân gì đó mình cũng k biết rõ . Chỉ biết có thịt xá_xíu thì_phải . Pate của hàng siêu ngon nhé . Có sốt bên trong ăn lạ_lạ hay_hay . Mình chỉ k thích bên trong nhân có cả mộc_nhĩ thôi . À , với cả sốt ớt ở đây khá cay nhé , bên trong sốt ớt có cả ớt xay nhỏ mà . May_mà đọc review trước nên mình bảo cho ít ớt , mà ít thôi cũng đủ bị cay lúc ăn nhiều lắm rồi .
 ✔ ️ Giá_cả : giá thì khá rẻ cho những hàng bánh_mì kiểu này . Đắt nhât chỉ có 25k thôi . Mà k thấy được khuyến_mại nước nhue cácc bạn review , nhiều người mua mình cũng k thấy ai được khuyến_mại nước cả .
 ✔ ️ Nhân_viên : Nhân_viên ít nên hơi bị vội_vàng do khách đông nhưng vẫn rất thân_thiện , lễ_phép , chu_đáo và chiều khách nhé .
 ✔ ️ Không_gian : Hàng bánh_mì khá bé nhưng vỉa_hè ở đây cũng to nên chỗ ngồi kê bàn ngoài vỉa_hè thấy ngồi khá rộng_rãi và thoải_mái .
",1
"Quán ngay mặt_tiền , dễ thấy . Bé_bé nhưng_mà thân_thiện , anh chủ nhiệt_tình chưa từng thấy : D_Nhanh nhẹn , hiểu ý khách rất nhanh .
 Menu bị hiểu lầm ít món . Hỏi thì anh chủ nói e thích món ntn a có_thể làm cho em . a_bảo đó là đại_diện thôi , a sợ tụi em rối khi xem ( y )
 CÓ điều toilet có 1 cái à : D
",1
"Nhân_viên bảo_vệ lịch_sự . Phục_vụ nhanh_chóng . Không_gian rộng_rãi , bắt_mắt . Thích cái bếp mở dưới lầu .
 Pizza ngon rẻ , đế mỏng . Pizza gà dễ ăn , hợp_khẩu vị . Riêng cái pizza rau rucola thì lạ vì vị rau hơi đắng , ăn kèm sốt mật_ong và một xíu cheese .
",1
"Trời_ơi là trời sao trong Nam toàn món ngon ko vay ! ! vào Nam có 4 ngày mà đi ăn hoài ko hết các món ngon ! ăn kem matcha ở MOF xong phê luôn chả muốn về Hà_Nội j cả ! kem này mới gọi_là kem chớ ! để mãi ko chảy ! chả biết đến baoh ngoài hà_nội của tui mới có MOF đây : ( buồn 5p ! ! ! ! ! ! !
",1
"Ăn hơi bị nhiều lần rồi , ăn riết bảo_vệ cũng quen_mặt nữa .
 Kem tạm đc , nhiều lúc hơi loãng , bị chảy .
 Nhân_viên tận_tình , vui_vẻ .
 Trốnnawsng ở đây là lí_tưởng rồi .
 Gửi xe trong hẻm ở phía sau quán .
 Sẽ quay lại_nữa
",1
"Nóng_bức nên chạy tót vào quán trà sữa trên đường đi học .
 Gọi 1 ly choco đặc_biệt , đem ra thì quá chi là thạch luôn .
 Puping socola , thạch phô_mai , hạt poping lung_linh nhiều màu , trân_châu đầy ấp cái ly .
 Trà sữa uống đậm vị , ngon , sốt choco nhìn cái ly thêm phần hấp_dẫn : )
 Giá ok : ) , nên bỏ quán vào list trà sữa cho ngày nóng .
",1
"Ở đây không_gian mát_mẻ , yên_tĩnh , đẹp . Tuy_nhiên mình uống matcha đá xay thì hơi ngọt nhưng không sao kem ở đây rất ngon . Nhân_viên phục_vụ tận_tình dễ_thương và nhanh_nhẹn . Mình rất thích nơi này ! Tuy hơi mắc nhưng rất đáng đồng_tiền
",1
"Nước_dùng của quán rất ngon . Khó tìm đc quán mì ramen nào ngon và giá_cả phải_chăng như ở đây . ( fan naruto nên rất thích ăn ramen ^ ^ ) quán mới mở nên chưa thu_hút dc nhiều khách . quán gần nhà mình nên hi_vọng quán có_thể hoạt_động dài_lâu để mình có cơ_hội ăn ramen nhiều hơn , mong mọi người tới ủng_hộ quán hihi
",1
"Quán trà sữa nằm ngay ngã tư phan châu trinh với hải phòng . Không_gian quán chia làm nhiều kiểu . Trà sữa thì nhiều thạch trân_châu , vị được .
",1
"Pizza cone cả trà sữa ở đây ngon cực . Mỗi_tội pizza cone phải chờ khá lâu : (
",1
"KFC này gần nhà mình nên có_thể nói là quá quen rồi , có người kêu ăn kfc ở đâu cũng_như đâu , nhưng theo như mình thấy còn tùy nữa thì_phải . CÓ 1 đợt mình ăn_ở kfc trên sài gòn lại thấy ở đó nêm nêm ko hợp mũi mình tẹo nào , cứ sao sao ấy . ở đây với mình là ổn , giá thì cũng_như nhau , nhân_viên thân_thiện đón_chào khách nhiệt_tình . mình nhớ có lần đi ăn mình lỡ làm bể ly nước , mình nhờ chị quản_lý nói nhân_viên dọn giúp để mình mua ly khác , vậy_mà chị ý mang ly mới khác lên cho mình free luôn . còn kèm thêm nụ_cười rực_rỡ : ) )
",1
"Lúc đầu đi lướt ngang quán này không để_ý lắm vì thứ nhất_là đường 1 chiều , thứ 2 tưởng là quán cafe . Buổi tối thì thường không ưng uống cafe lắm vì sợ tối khó ngủ lại mỏi tay . Hôm đó cuối tuần cũng muốn tìm 1 quán ngồi nhâm_nhi với mấy cờ hó bạn cho vui , đi ngang thấy tên quán vui vui , hợp phong_cách hồi teen của mình nên đáp vô trải_nghiệm . Xong , sau 5 ly bia đen và một cơ_số đồ_ăn đáng_kể , vỗ đùi nghiệm ra : Đây là nơi lý_tưởng cho hội_hè chém gió các kiểu .
 1 . Không_gian thoáng_đãng
 2 . Đồ_ăn ngon và lạ . Khuyến_cáo món khai_vị bò nước ngói chấm mắm_nêm , xong món này là hết 3 ly bia . Tiếp sau đó là Đậu hủ khói_lửa , món này cũng cần thêm 3 ly nữa để chữa_cháy . Tiếp_theo là món gì ăn cũng sẽ phải ngon , vì 6 ly là lên nóc nhà cmnr : ) )
 3 . Bia_Đức không còn gì để bàn , ngon bổ rẻ , uống rất thấm . Mọi câu_chuyện đều có_thể trôi ra , mọi khó_khăn vướng_mắc đều có_thể giải_quyết nhờ chất bia này .
 4 . Phục_vụ nhiệt_tình và nhanh_chóng .
 5 . Giữ xe an_toàn và không phải trả tiền .
 6 . Nhà_vệ_sinh cũng rất sạch_sẽ .
 7 . Vị_trí rất hay vì kết_nối được nhiều quận trung_tâm , thuận_tiện cho các anh_em dù ở các quận xa như Tân_Bình , Tân_Phú , Quận 6 , Quận 11 .
 8 . Tổn_thất sau bữa chè_chén khá nhẹ_nhàng , tầm 150k - 200k mỗi chú nên ngân_sách vẫn đủ để đá tiếp vài "" tăng "" nữa .
 Tiếc là không có hình up lên , vì con 1202 này chụp ra hình nhiều chấm quá , tải lên ko nổi .
",1
"Quán này nằm ở vị_trí khá dễ tìm , mình cũng có đến vài lần . Điều khiến mình khá thích là cả nhân_viên và bảo_vệ đều rất nhiệt_tình , vui_vẻ . Quán có tầng trệt , và ngồi trên lầu sẽ rất yên_tĩnh và thoải_mái hơn . Mấy lúc mình đến mua mang về nhân_viên cũng rót nước mời mình ngồi đợi . Với những ly matcha đa_số đều rất đẹp_mắt . 1 ly matcha mixed cream rất chất dù giá cỡ 75k nhưng ly kem đầy_ắp , cực_kỳ cực_kỳ kỳ nhiều kem đậm vị ngọt và đắng nhẹ của matcha xịn . Các loại bánh cũng ok luôn , mềm xốp , đậm mùi matcha .
",1
"Cảm_ơn bakery đã cho mình 1 món quà dành cho cô khác_lạ hơn , tươi mới hơn và rất hợp_khẩu vị .
 Cô_mình thích lắm nhé : D
",1
